entity_type,name,location,country,website,contact,source,discovered_at,status,mega_row_index,qa_checked_at,qa_http_status,qa_final_url,qa_source_live,qa_status,qa_error
agency,Аском,Владивосток,Russia,https://askom.io/,,https://askom.io/,2026-09-15T19:14:11Z,discovered,51,2026-09-16T05:32:32Z,000,https://askom.io/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
agency,Квартирант Плюс,Владивосток,Russia,https://kvartirant.plus/,,https://kvartirant.plus/,2026-09-15T19:14:11Z,discovered,52,2026-09-16T05:32:32Z,000,https://kvartirant.plus/,false,needs_manual,curl_curl: (28) Connection timed out after 3003 milliseconds
agency,Вершина,Владивосток,Russia,https://vershina-dv.ru/,,https://vershina-dv.ru/,2026-09-15T19:14:11Z,discovered,53,2026-09-16T05:32:32Z,000,https://vershina-dv.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
agency,АРЕВЕРА-Недвижимость,Красноярск,Russia,https://arevera.ru/,,https://arevera.ru/,2026-09-15T19:14:11Z,discovered,54,2026-09-16T05:32:32Z,000,https://arevera.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
agency,ГРАНТА-недвижимость,Красноярск,Russia,https://www.granta24.ru/,,https://www.granta24.ru/,2026-09-15T19:14:11Z,discovered,55,2026-09-16T05:32:32Z,000,https://www.granta24.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
agency,Жилфонд,Красноярск,Russia,https://krsk.jilfond.ru/,,https://krsk.jilfond.ru/,2026-09-15T19:14:11Z,discovered,56,2026-09-16T05:32:32Z,000,https://krsk.jilfond.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
agency,Центр недвижимости Ракурс,Пермь,Russia,https://an-rakurs.ru/,,https://an-rakurs.ru/,2026-09-15T19:14:11Z,discovered,57,2026-09-16T05:32:32Z,000,https://an-rakurs.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3003 milliseconds
agency,Новые Дома,Пермь,Russia,https://noviedoma24.ru/,,https://noviedoma24.ru/,2026-09-15T19:14:11Z,discovered,58,2026-09-16T05:32:32Z,000,https://noviedoma24.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3001 milliseconds
agency,АН GOOD,Пермь,Russia,https://an-good.ru/,,https://an-good.ru/,2026-09-15T19:14:11Z,discovered,59,2026-09-16T05:32:32Z,000,https://an-good.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
agency,ЛЕДОН,Омск,Russia,https://ledon.ru/,,https://ledon.ru/,2026-09-15T19:14:11Z,discovered,60,2026-09-16T05:32:32Z,000,https://ledon.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3003 milliseconds
agency,АВЕСТА,Омск,Russia,https://avestaomsk.ru/,,https://avestaomsk.ru/,2026-09-15T19:14:11Z,discovered,61,2026-09-16T05:32:32Z,000,https://avestaomsk.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
agency,Квартсервис,Омск,Russia,https://kvartservice.ru/,,https://kvartservice.ru/,2026-09-15T19:14:11Z,discovered,62,2026-09-16T05:32:32Z,000,https://kvartservice.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
agency,Доверие,Омск,Russia,https://www.doverie-omsk.ru/,,https://www.doverie-omsk.ru/,2026-09-15T19:14:11Z,discovered,63,2026-09-16T05:32:32Z,000,https://www.doverie-omsk.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
agency,СТАН,Уфа,Russia,https://stan-ufa.ru/,,https://stan-ufa.ru/,2026-09-15T19:14:11Z,discovered,64,2026-09-16T05:32:32Z,000,https://stan-ufa.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
agency,Адресат,Волгоград,Russia,https://adresat.pro/,,https://adresat.pro/,2026-09-15T19:14:11Z,discovered,65,2026-09-16T05:32:32Z,000,https://adresat.pro/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
