entity_type,name,location,country,website,contact,source,discovered_at,status,mega_row_index,qa_checked_at,qa_http_status,qa_final_url,qa_source_live,qa_status,qa_error
agency,Панорама недвижимости,Тюмень,Russia,https://www.ndv72.ru/,,https://www.ndv72.ru/,2026-09-15T19:14:11Z,discovered,76,2026-09-16T05:33:27Z,000,https://www.ndv72.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
agency,Новый адрес,Воронеж,Russia,https://www.nov-adres.ru/,,https://www.nov-adres.ru/,2026-09-15T19:14:11Z,discovered,77,2026-09-16T05:33:27Z,000,https://www.nov-adres.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
agency,СОТА,Воронеж,Russia,https://snsota.ru/,,https://snsota.ru/,2026-09-15T19:14:11Z,discovered,78,2026-09-16T05:33:27Z,000,https://snsota.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3001 milliseconds
agency,Крайнов,Воронеж,Russia,https://krainov-vrn.ru/,,https://krainov-vrn.ru/,2026-09-15T19:14:11Z,discovered,79,2026-09-16T05:33:27Z,000,https://krainov-vrn.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
agency,РСС,Воронеж,Russia,https://rss-rielt.ru/,,https://rss-rielt.ru/,2026-09-15T19:14:11Z,discovered,80,2026-09-16T05:33:27Z,000,https://rss-rielt.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
agency,Орбита 72,Тюмень,Russia,https://orbita72.com/,,https://orbita72.com/,2026-09-15T19:14:11Z,discovered,81,2026-09-16T05:33:27Z,000,https://orbita72.com/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
agency,Центр недвижимости,Тюмень,Russia,https://newflat72.ru/,,https://newflat72.ru/,2026-09-15T19:14:11Z,discovered,82,2026-09-16T05:33:27Z,000,https://newflat72.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3005 milliseconds
agency,Новый Город,Тюмень,Russia,https://newgorod.ru/,,https://newgorod.ru/,2026-09-15T19:14:11Z,discovered,83,2026-09-16T05:33:27Z,000,https://newgorod.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
agency,ВБН,Воронеж,Russia,https://vbnvrn.ru/,,https://vbnvrn.ru/,2026-09-15T19:14:11Z,discovered,84,2026-09-16T05:33:27Z,000,https://vbnvrn.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
agency,Поместье,Иркутск,Russia,https://www.pomestye.com/,,https://www.pomestye.com/,2026-09-15T19:14:11Z,discovered,85,2026-09-16T05:33:27Z,000,https://www.pomestye.com/,false,needs_manual,curl_curl: (28) Connection timed out after 3004 milliseconds
